Date,Time,System Utilization,Active Jobs
2021/03/08,21,41.34033333333333,6.666666666666667
2021/03/08,22,77.92566666666666,18.0
2021/03/08,23,82.3725,23.0
2021/03/09,00,47.844166666666666,26.333333333333332
2021/03/09,01,47.17933333333334,25.333333333333332
2021/03/09,02,46.3785,23.333333333333332
2021/03/09,03,45.972,22.0
2021/03/09,04,43.804,21.333333333333332
2021/03/09,05,42.72,21.0
2021/03/09,06,42.72,21.0
2021/03/09,07,44.309,21.5
2021/03/09,08,42.104166666666664,20.166666666666668
2021/03/09,09,42.04266666666667,20.833333333333332
2021/03/09,10,87.50916666666666,26.833333333333332
2021/03/09,11,88.91366666666666,36.333333333333336
2021/03/09,12,53.7695,39.833333333333336
2021/03/09,13,52.46366666666666,40.0
2021/03/09,14,52.784,38.833333333333336
2021/03/09,15,51.502833333333335,41.0
2021/03/09,16,52.586666666666666,43.666666666666664
2021/03/09,17,52.4635,43.0
2021/03/09,18,48.3495,38.333333333333336
2021/03/09,19,41.217166666666664,35.0
2021/03/09,20,39.70166666666667,33.166666666666664
2021/03/09,21,78.59066666666666,30.0
2021/03/09,22,99.64266666666667,28.166666666666668
2021/03/09,23,92.71983333333333,31.0
2021/03/10,00,54.49633333333333,38.333333333333336
2021/03/10,01,84.97166666666666,36.333333333333336
2021/03/10,02,72.284,36.0
2021/03/10,03,72.284,36.0
2021/03/10,04,72.284,36.0
2021/03/10,05,71.07666666666667,34.666666666666664
2021/03/10,06,70.362,34.0
2021/03/10,07,70.584,35.0
2021/03/10,08,70.9535,35.5
2021/03/10,09,70.67016666666667,39.0
2021/03/10,10,66.334,48.0
2021/03/10,11,72.48083333333334,54.333333333333336
2021/03/10,12,81.95366666666666,62.666666666666664
2021/03/10,13,84.048,63.166666666666664
2021/03/10,14,94.4935,63.0
2021/03/10,15,96.00883333333333,59.666666666666664
2021/03/10,16,93.76666666666667,55.833333333333336
2021/03/10,17,90.12083333333332,56.666666666666664
2021/03/10,18,75.7825,53.833333333333336
2021/03/10,19,76.66933333333333,56.0
2021/03/10,20,78.93583333333333,59.5
2021/03/10,21,79.798,58.166666666666664
2021/03/10,22,82.816,61.333333333333336
2021/03/10,23,87.497,66.16666666666667
2021/03/11,00,80.89433333333334,60.833333333333336
2021/03/11,01,76.6075,56.166666666666664
2021/03/11,02,92.10383333333334,54.5
2021/03/11,03,92.42416666666666,53.833333333333336
2021/03/11,04,92.43633333333332,52.666666666666664
2021/03/11,05,91.9805,50.0
2021/03/11,06,90.61349999999999,48.166666666666664
2021/03/11,07,88.80283333333334,46.166666666666664
2021/03/11,08,90.72466666666666,45.833333333333336
2021/03/11,09,91.057,42.666666666666664
2021/03/11,10,90.79849999999999,40.666666666666664
2021/03/11,11,96.6125,42.666666666666664
2021/03/11,12,99.34716666666667,43.666666666666664
2021/03/11,13,97.75816666666667,41.666666666666664
2021/03/11,14,99.95066666666666,41.166666666666664
2021/03/11,15,100.0,40.833333333333336
2021/03/11,16,99.98766666666667,40.166666666666664
2021/03/11,17,99.96300000000001,43.666666666666664
2021/03/11,18,99.50716666666666,53.333333333333336
2021/03/11,19,99.35933333333332,59.333333333333336
2021/03/11,20,97.99216666666666,59.166666666666664
2021/03/11,21,99.224,60.0
2021/03/11,22,96.98199999999999,65.83333333333333
2021/03/11,23,88.98766666666667,62.833333333333336
2021/03/12,00,87.46016666666667,61.0
2021/03/12,01,94.075,65.33333333333333
2021/03/12,02,94.752,63.5
2021/03/12,03,94.33366666666666,61.5
2021/03/12,04,94.53066666666666,61.0
2021/03/12,05,94.457,60.0
2021/03/12,06,95.63933333333334,59.5
2021/03/12,07,78.50466666666667,55.833333333333336
2021/03/12,08,45.75,52.5
2021/03/12,09,40.98283333333333,49.333333333333336
2021/03/12,10,40.749,51.166666666666664
2021/03/12,11,39.86216666666667,52.0
2021/03/12,12,40.219166666666666,49.833333333333336
2021/03/12,13,41.402,49.666666666666664
2021/03/12,14,100.0,47.0
2021/03/12,15,99.44583333333333,47.166666666666664
2021/03/12,16,99.83966666666667,48.333333333333336
2021/03/12,17,99.76583333333333,48.166666666666664
2021/03/12,18,98.92833333333333,46.166666666666664
2021/03/12,19,100.0,45.5
2021/03/12,20,99.926,45.666666666666664
2021/03/12,21,99.88900000000001,45.166666666666664
2021/03/12,22,99.5195,43.0
2021/03/12,23,98.09083333333332,42.666666666666664
2021/03/13,00,90.478,39.166666666666664
2021/03/13,01,90.34233333333333,35.833333333333336
2021/03/13,02,99.77850000000001,34.5
2021/03/13,03,99.91383333333333,33.833333333333336
2021/03/13,04,99.91366666666666,32.833333333333336
2021/03/13,05,100.0,32.166666666666664
2021/03/13,06,99.67966666666666,50.166666666666664
2021/03/13,07,98.47216666666667,68.66666666666667
2021/03/13,08,99.101,67.16666666666667
2021/03/13,09,99.96300000000001,68.16666666666667
2021/03/13,10,99.815,68.0
2021/03/13,11,99.17483333333332,66.66666666666667
2021/03/13,12,99.13766666666668,63.333333333333336
2021/03/13,13,99.06366666666668,62.666666666666664
2021/03/13,14,99.76583333333333,63.833333333333336
2021/03/13,15,99.97533333333332,64.0
2021/03/13,16,99.97533333333332,65.66666666666667
2021/03/13,17,99.926,69.83333333333333
2021/03/13,18,99.42099999999999,66.83333333333333
2021/03/13,19,99.13766666666668,62.0
2021/03/13,20,99.95066666666666,62.166666666666664
2021/03/13,21,99.889,61.166666666666664
2021/03/13,22,99.4825,63.333333333333336
2021/03/13,23,99.88900000000001,71.33333333333333
2021/03/14,00,99.86433333333333,70.5
2021/03/14,01,98.0415,65.66666666666667
2021/03/14,02,88.741,61.833333333333336
2021/03/14,03,95.097,57.166666666666664
2021/03/14,04,98.67,54.5
2021/03/14,05,100.0,56.0
2021/03/14,06,96.04583333333333,59.0
2021/03/14,07,87.73116666666665,62.833333333333336
2021/03/14,08,89.283,62.0
2021/03/14,09,89.19666666666666,63.5
2021/03/14,10,69.14266666666667,63.166666666666664
2021/03/14,11,64.22783333333332,63.666666666666664
2021/03/14,12,61.0495,63.5
2021/03/14,13,59.669999999999995,62.666666666666664
2021/03/14,14,92.86766666666666,61.166666666666664
2021/03/14,15,100.0,61.0
2021/03/14,16,99.926,61.5
2021/03/14,17,99.77816666666666,64.83333333333333
2021/03/14,18,99.52,67.5
2021/03/14,19,99.51966666666668,66.16666666666667
2021/03/14,20,86.79483333333333,69.0
2021/03/14,21,60.66766666666667,74.0
2021/03/14,22,69.13033333333334,75.5
2021/03/14,23,79.182,77.16666666666667
2021/03/15,00,83.00066666666667,78.0
2021/03/15,01,81.68283333333333,75.16666666666667
2021/03/15,02,75.363,70.33333333333333
2021/03/15,03,62.712500000000006,65.5
2021/03/15,04,57.95766666666666,62.5
2021/03/15,05,63.4395,64.0
2021/03/15,06,85.95733333333334,61.0
2021/03/15,07,84.627,55.0
2021/03/15,08,87.06566666666667,54.5
2021/03/15,09,78.911,52.666666666666664
2021/03/15,10,81.14083333333333,53.333333333333336
2021/03/15,11,83.57966666666667,59.666666666666664
2021/03/15,12,84.97183333333334,62.833333333333336
2021/03/15,13,92.16566666666667,62.166666666666664
2021/03/15,14,88.37166666666667,59.833333333333336
2021/03/15,15,88.27300000000001,64.66666666666667
2021/03/15,16,85.39033333333333,59.666666666666664
2021/03/15,17,85.77233333333334,61.333333333333336
2021/03/15,18,81.646,54.833333333333336
2021/03/15,19,78.6525,50.0
2021/03/15,20,77.38366666666667,49.666666666666664
2021/03/15,21,73.41716666666666,46.333333333333336
2021/03/15,22,69.43849999999999,45.0
2021/03/15,23,68.10783333333333,43.666666666666664
2021/03/16,00,65.31166666666667,41.666666666666664
2021/03/16,01,64.64633333333333,39.166666666666664
2021/03/16,02,64.42433333333334,36.666666666666664
2021/03/16,03,60.729000000000006,35.0
2021/03/16,04,56.467000000000006,33.0
2021/03/16,05,76.70616666666666,29.5
2021/03/16,06,100.0,42.0
2021/03/16,07,100.0,56.0
2021/03/16,08,100.0,56.0
2021/03/16,09,100.0,56.0
2021/03/16,10,100.0,56.0
2021/03/16,11,99.95066666666666,56.5
2021/03/16,12,99.95066666666666,65.83333333333333
2021/03/16,13,99.75349999999999,64.66666666666667
2021/03/16,14,99.76583333333333,62.333333333333336
2021/03/16,15,100.0,61.0
2021/03/16,16,100.0,61.0
2021/03/16,17,100.0,61.0
2021/03/16,18,99.95066666666666,60.333333333333336
2021/03/16,19,99.926,59.166666666666664
2021/03/16,20,100.0,57.333333333333336
2021/03/16,21,99.98766666666667,56.5
2021/03/16,22,100.0,57.0
2021/03/16,23,99.98766666666667,57.166666666666664
2021/03/17,00,100.0,58.666666666666664
2021/03/17,01,99.926,57.666666666666664
2021/03/17,02,100.0,57.0
2021/03/17,03,99.98766666666667,55.666666666666664
2021/03/17,04,99.77833333333335,52.833333333333336
2021/03/17,05,100.0,49.333333333333336
2021/03/17,06,98.16449999999999,64.5
2021/03/17,07,94.30866666666667,79.0
2021/03/17,08,83.86283333333333,78.0
2021/03/17,09,80.51233333333333,77.5
2021/03/17,10,79.02183333333333,77.16666666666667
2021/03/17,11,80.42633333333333,77.0
2021/03/17,12,82.42166666666667,77.0
2021/03/17,13,81.96616666666667,77.0
2021/03/17,14,78.45533333333333,69.5
2021/03/17,15,96.132,73.33333333333333
2021/03/17,16,99.75333333333333,77.33333333333333
2021/03/17,17,99.69183333333332,78.0
2021/03/17,18,99.60583333333334,77.83333333333333
2021/03/17,19,98.3,76.83333333333333
2021/03/17,20,96.45233333333334,75.0
2021/03/17,21,96.84633333333333,73.5
2021/03/17,22,94.69083333333333,69.66666666666667
2021/03/17,23,95.28183333333334,74.5
2021/03/18,00,91.4015,76.16666666666667
2021/03/18,01,91.67266666666666,76.83333333333333
2021/03/18,02,88.766,78.0
2021/03/18,03,93.75466666666667,77.0
2021/03/18,04,99.63033333333334,77.0
2021/03/18,05,100.0,77.0
2021/03/18,06,94.8755,77.33333333333333
2021/03/18,07,98.411,76.0
2021/03/18,08,99.03933333333333,76.0
2021/03/18,09,99.66733333333333,74.5
2021/03/18,10,99.47033333333333,72.83333333333333
2021/03/18,11,100.0,72.0
2021/03/18,12,100.0,72.0
2021/03/18,13,100.0,71.66666666666667
2021/03/18,14,100.0,73.5
2021/03/18,15,96.80966666666666,75.16666666666667
2021/03/18,16,88.6425,75.83333333333333
2021/03/18,17,88.14966666666668,76.0
2021/03/18,18,90.2195,76.33333333333333
2021/03/18,19,92.9045,77.0
2021/03/18,20,90.31766666666665,76.33333333333333
2021/03/18,21,92.78133333333334,77.0
2021/03/18,22,93.43416666666667,77.0
2021/03/18,23,91.71,77.0
2021/03/19,00,91.38966666666666,77.0
2021/03/19,01,91.14333333333333,77.0
2021/03/19,02,89.84966666666666,76.83333333333333
2021/03/19,03,82.18783333333333,75.66666666666667
2021/03/19,04,74.0575,75.0
2021/03/19,05,72.60416666666667,74.66666666666667
2021/03/19,06,70.14066666666666,72.33333333333333
2021/03/19,07,56.072833333333335,68.83333333333333
2021/03/19,08,57.563500000000005,71.0
2021/03/19,09,58.512,72.5
2021/03/19,10,60.014833333333335,73.33333333333333
2021/03/19,11,62.847833333333334,74.0
2021/03/19,12,63.476499999999994,74.5
2021/03/19,13,70.54716666666667,75.83333333333333
2021/03/19,14,71.92666666666666,75.16666666666667
2021/03/19,15,68.57633333333332,72.66666666666667
2021/03/19,16,89.59133333333334,75.83333333333333
2021/03/19,17,94.83866666666667,75.33333333333333
2021/03/19,18,91.61116666666668,71.0
2021/03/19,19,86.68383333333334,65.66666666666667
2021/03/19,20,86.031,63.0
2021/03/19,21,86.00633333333333,62.333333333333336
2021/03/19,22,86.69616666666667,62.166666666666664
2021/03/19,23,92.32566666666666,68.83333333333333
2021/03/20,00,90.74883333333334,67.33333333333333
2021/03/20,01,88.02683333333334,66.16666666666667
2021/03/20,02,88.58083333333333,64.16666666666667
2021/03/20,03,88.71633333333334,61.5
2021/03/20,04,87.22633333333333,59.166666666666664
2021/03/20,05,86.807,57.0
2021/03/20,06,87.06599999999999,57.333333333333336
2021/03/20,07,89.24616666666667,58.5
2021/03/20,08,90.2685,58.5
2021/03/20,09,90.28083333333332,60.166666666666664
2021/03/20,10,90.8105,64.66666666666667
2021/03/20,11,93.42200000000001,71.0
2021/03/20,12,96.96966666666667,73.5
2021/03/20,13,96.57549999999999,74.33333333333333
2021/03/20,14,94.41966666666667,73.83333333333333
2021/03/20,15,89.591,71.66666666666667
2021/03/20,16,78.98483333333333,71.33333333333333
2021/03/20,17,79.93366666666667,71.16666666666667
2021/03/20,18,83.69066666666667,72.16666666666667
2021/03/20,19,82.71733333333333,69.16666666666667
2021/03/20,20,81.23933333333333,67.33333333333333
2021/03/20,21,79.51483333333333,66.33333333333333
2021/03/20,22,76.74283333333334,67.66666666666667
2021/03/20,23,77.06333333333333,68.33333333333333
2021/03/21,00,77.14983333333333,69.66666666666667
2021/03/21,01,76.82916666666667,70.16666666666667
2021/03/21,02,77.3835,71.0
2021/03/21,03,76.84133333333334,68.16666666666667
2021/03/21,04,73.5525,67.66666666666667
2021/03/21,05,69.36433333333333,61.5
2021/03/21,06,66.925,57.5
2021/03/21,07,68.61266666666667,57.666666666666664
2021/03/21,08,68.74849999999999,59.333333333333336
2021/03/21,09,70.079,58.5
2021/03/21,10,74.67333333333333,58.833333333333336
2021/03/21,11,76.31183333333333,61.0
2021/03/21,12,79.47783333333334,64.0
2021/03/21,13,81.153,68.16666666666667
2021/03/21,14,82.93900000000001,70.16666666666667
2021/03/21,15,78.024,68.83333333333333
2021/03/21,16,92.97833333333334,66.16666666666667
2021/03/21,17,92.63366666666667,66.66666666666667
2021/03/21,18,90.601,66.66666666666667
2021/03/21,19,98.22616666666666,72.5
2021/03/21,20,99.47033333333333,75.0
2021/03/21,21,99.18700000000001,71.33333333333333
2021/03/21,22,99.76583333333333,71.66666666666667
2021/03/21,23,99.29783333333334,74.5
2021/03/22,00,97.315,70.66666666666667
2021/03/22,01,99.4085,70.16666666666667
2021/03/22,02,99.79033333333332,70.16666666666667
2021/03/22,03,99.3965,68.33333333333333
2021/03/22,04,98.448,66.0
2021/03/22,05,97.37633333333333,65.66666666666667
2021/03/22,06,87.57100000000001,59.166666666666664
2021/03/22,07,81.69533333333332,55.333333333333336
2021/03/22,08,81.73183333333334,54.5
2021/03/22,09,84.81166666666667,57.166666666666664
2021/03/22,10,86.75783333333334,62.666666666666664
2021/03/22,11,92.30083333333333,72.33333333333333
2021/03/22,12,96.72333333333334,75.33333333333333
2021/03/22,13,97.74566666666668,76.0
2021/03/22,14,94.2595,75.16666666666667
2021/03/22,15,88.97483333333334,74.83333333333333
2021/03/22,16,98.16433333333333,74.0
2021/03/22,17,98.50933333333334,74.33333333333333
2021/03/22,18,99.14999999999999,74.83333333333333
2021/03/22,19,98.37400000000001,75.0
2021/03/22,20,97.68433333333333,75.16666666666667
2021/03/22,21,99.72866666666665,74.33333333333333
