Date,Time,System Utilization,Eligible/Idle Jobs,Active Jobs
2021/03/19,08:14,58.167,4/5,71
2021/03/19,08:24,58.167,4/4,71
2021/03/19,08:34,58.167,4/4,71
2021/03/19,08:44,58.167,4/4,71
2021/03/19,08:54,58.241,4/5,72
2021/03/19,09:04,58.241,4/4,72
2021/03/19,09:14,58.241,4/6,72
2021/03/19,09:24,58.241,4/4,72
2021/03/19,09:34,58.315,11/20,73
2021/03/19,09:44,58.758,8/16,73
2021/03/19,09:54,59.276,6/11,73
2021/03/19,10:04,59.276,6/6,73
2021/03/19,10:14,59.128,4/7,73
2021/03/19,10:24,59.128,4/4,73
2021/03/19,10:34,58.389,3/4,73
2021/03/19,10:44,62.084,4/5,74
2021/03/19,10:54,62.084,5/5,74
2021/03/19,11:04,62.084,6/10,74
2021/03/19,11:14,62.749,7/12,74
2021/03/19,11:24,62.971,15/30,74
2021/03/19,11:34,63.267,8/13,74
2021/03/19,11:44,62.971,10/17,74
2021/03/19,11:54,63.045,16/24,74
2021/03/19,12:04,62.306,18/34,74
2021/03/19,12:14,61.863,17/25,74
2021/03/19,12:24,61.863,18/18,74
2021/03/19,12:34,61.863,19/19,74
2021/03/19,12:44,68.367,21/25,76
2021/03/19,12:54,64.597,22/36,75
2021/03/19,13:04,65.632,18/30,75
2021/03/19,13:14,69.180,18/27,76
2021/03/19,13:24,70.953,17/31,76
2021/03/19,13:34,72.506,16/22,76
2021/03/19,13:44,72.506,16/16,76
2021/03/19,13:54,72.506,16/22,76
2021/03/19,14:04,71.840,14/19,76
2021/03/19,14:14,72.210,13/17,76
2021/03/19,14:24,72.875,12/17,76
2021/03/19,14:34,73.171,10/12,76
2021/03/19,14:44,72.358,9/11,74
2021/03/19,14:54,69.106,9/10,73
2021/03/19,15:04,69.180,9/10,74
2021/03/19,15:14,69.180,9/11,74
2021/03/19,15:24,68.219,8/8,72
2021/03/19,15:34,68.219,8/8,72
2021/03/19,15:44,68.219,8/8,72
2021/03/19,15:54,68.441,8/10,72
2021/03/19,16:04,68.884,8/12,75
2021/03/19,16:14,93.792,9/14,76
2021/03/19,16:24,93.718,9/15,76
2021/03/19,16:34,93.718,9/9,76
2021/03/19,16:44,93.718,10/10,76
2021/03/19,16:54,93.718,11/11,76
2021/03/19,17:04,93.718,11/11,76
2021/03/19,17:14,94.531,10/14,76
2021/03/19,17:24,95.713,9/12,76
2021/03/19,17:34,96.600,8/10,76
2021/03/19,17:44,95.787,7/8,75
2021/03/19,17:54,92.683,7/7,73
2021/03/19,18:04,92.683,7/7,73
2021/03/19,18:14,92.683,7/7,73
2021/03/19,18:24,92.092,7/8,72
2021/03/19,18:34,90.983,6/8,70
2021/03/19,18:44,90.613,6/6,69
2021/03/19,18:54,90.613,6/6,69
2021/03/19,19:04,87.657,6/6,68
2021/03/19,19:14,86.918,6/6,67
2021/03/19,19:24,86.622,6/6,66
2021/03/19,19:34,86.622,6/6,66
2021/03/19,19:44,86.253,6/6,64
2021/03/19,19:54,86.031,6/6,63
2021/03/19,20:04,86.031,6/6,63
2021/03/19,20:14,86.031,6/6,63
2021/03/19,20:24,86.031,6/6,63
2021/03/19,20:34,86.031,6/6,63
2021/03/19,20:44,86.031,6/6,63
2021/03/19,20:54,86.031,6/6,63
2021/03/19,21:04,86.253,7/12,63
2021/03/19,21:14,86.253,5/5,63
2021/03/19,21:24,85.883,4/5,62
2021/03/19,21:34,85.883,4/4,62
2021/03/19,21:44,85.883,4/4,62
2021/03/19,21:54,85.883,4/4,62
2021/03/19,22:04,86.031,5/9,62
2021/03/19,22:14,86.031,3/3,62
2021/03/19,22:24,85.957,3/3,61
2021/03/19,22:34,85.957,3/3,61
2021/03/19,22:44,86.327,3/4,62
2021/03/19,22:54,89.874,3/6,65
2021/03/19,23:04,90.392,3/6,68
2021/03/19,23:14,89.431,4/12,69
2021/03/19,23:24,92.683,1/3,69
2021/03/19,23:34,94.900,1/2,70
2021/03/19,23:44,93.126,1/1,68
2021/03/19,23:54,93.422,1/2,69
2021/03/20,00:04,93.422,1/1,69
2021/03/20,00:14,92.979,4/8,68
2021/03/20,00:24,92.239,1/1,67
2021/03/20,00:34,89.135,1/2,67
2021/03/20,00:44,89.135,1/1,67
2021/03/20,00:54,87.583,1/1,66
2021/03/20,01:04,87.953,1/2,66
2021/03/20,01:14,87.953,1/1,66
2021/03/20,01:24,87.953,1/1,66
2021/03/20,01:34,87.953,1/1,66
2021/03/20,01:44,87.953,1/1,66
2021/03/20,01:54,88.396,1/2,67
2021/03/20,02:04,87.657,0/2,67
2021/03/20,02:14,87.214,4/9,66
2021/03/20,02:24,89.357,2/5,64
2021/03/20,02:34,89.061,2/2,63
2021/03/20,02:44,89.061,2/2,63
2021/03/20,02:54,89.135,2/3,62
2021/03/20,03:04,89.135,2/2,62
2021/03/20,03:14,89.283,7/14,63
2021/03/20,03:24,88.470,3/3,61
2021/03/20,03:34,88.470,2/3,61
2021/03/20,03:44,88.470,5/9,61
2021/03/20,03:54,88.470,2/2,61
2021/03/20,04:04,87.288,2/2,60
2021/03/20,04:14,87.214,2/2,59
2021/03/20,04:24,87.214,2/2,59
2021/03/20,04:34,87.214,2/2,59
2021/03/20,04:44,87.214,2/2,59
2021/03/20,04:54,87.214,2/2,59
2021/03/20,05:04,87.214,2/2,59
2021/03/20,05:14,86.770,2/2,57
2021/03/20,05:24,86.770,2/2,57
2021/03/20,05:34,86.770,2/2,57
2021/03/20,05:44,86.548,2/2,56
2021/03/20,05:54,86.770,4/7,56
2021/03/20,06:04,86.770,2/2,56
2021/03/20,06:14,86.770,2/2,56
2021/03/20,06:24,87.214,3/6,58
2021/03/20,06:34,87.214,2/2,58
2021/03/20,06:44,87.214,2/2,58
2021/03/20,06:54,87.214,2/2,58
2021/03/20,07:04,89.431,2/3,59
2021/03/20,07:14,90.392,5/13,59
2021/03/20,07:24,90.392,1/1,59
2021/03/20,07:34,90.096,1/1,57
2021/03/20,07:44,89.209,1/4,59
2021/03/20,07:54,85.957,1/1,58
2021/03/20,08:04,88.396,1/3,59
2021/03/20,08:14,88.174,2/4,59
2021/03/20,08:24,91.426,1/2,59
2021/03/20,08:34,91.205,1/1,58
2021/03/20,08:44,91.205,2/4,58
2021/03/20,08:54,91.205,1/1,58
2021/03/20,09:04,90.022,1/1,57
2021/03/20,09:14,90.096,1/2,58
2021/03/20,09:24,91.057,1/5,61
2021/03/20,09:34,91.648,3/8,63
2021/03/20,09:44,91.279,1/1,62
2021/03/20,09:54,87.583,1/1,60
2021/03/20,10:04,85.735,1/1,58
2021/03/20,10:14,87.435,1/4,61
2021/03/20,10:24,96.305,1/6,66
2021/03/20,10:34,89.727,4/10,65
2021/03/20,10:44,91.648,2/8,68
2021/03/20,10:54,94.013,1/5,70
2021/03/20,11:04,94.383,2/4,71
2021/03/20,11:14,94.900,2/7,73
2021/03/20,11:24,93.939,1/3,71
2021/03/20,11:34,92.166,1/2,69
2021/03/20,11:44,92.387,1/2,70
2021/03/20,11:54,92.757,1/3,72
2021/03/20,12:04,95.713,1/3,74
2021/03/20,12:14,97.709,1/3,74
2021/03/20,12:24,96.822,1/1,72
2021/03/20,12:34,97.044,1/2,73
2021/03/20,12:44,97.265,3/5,74
2021/03/20,12:54,97.265,3/4,74
2021/03/20,13:04,97.339,4/7,75
2021/03/20,13:14,99.926,5/9,74
2021/03/20,13:24,96.822,3/6,75
2021/03/20,13:34,95.418,2/3,74
2021/03/20,13:44,94.974,11/20,74
2021/03/20,13:54,94.974,3/3,74
2021/03/20,14:04,94.974,3/3,74
2021/03/20,14:14,94.974,6/6,74
2021/03/20,14:24,94.974,10/23,74
2021/03/20,14:34,93.939,2/5,74
2021/03/20,14:44,93.939,2/2,74
2021/03/20,14:54,93.718,2/2,73
2021/03/20,15:04,93.496,2/2,72
2021/03/20,15:14,93.422,2/2,71
2021/03/20,15:24,96.970,2/4,72
2021/03/20,15:34,94.826,9/17,71
2021/03/20,15:44,75.092,4/8,72
2021/03/20,15:54,83.740,2/3,72
2021/03/20,16:04,84.405,2/5,74
2021/03/20,16:14,81.892,2/2,72
2021/03/20,16:24,76.718,2/2,70
2021/03/20,16:34,76.718,2/2,70
2021/03/20,16:44,77.088,2/3,71
2021/03/20,16:54,77.088,2/2,71
2021/03/20,17:04,80.340,2/3,72
2021/03/20,17:14,80.636,2/3,71
2021/03/20,17:24,77.384,2/2,70
2021/03/20,17:34,80.710,2/3,71
2021/03/20,17:44,80.118,2/3,71
2021/03/20,17:54,80.414,2/3,72
2021/03/20,18:04,80.414,2/2,72
2021/03/20,18:14,83.888,2/3,72
2021/03/20,18:24,84.701,3/4,73
2021/03/20,18:34,84.701,3/3,73
2021/03/20,18:44,85.144,3/4,73
2021/03/20,18:54,83.296,5/5,70
2021/03/20,19:04,83.296,5/5,70
2021/03/20,19:14,83.001,5/5,69
2021/03/20,19:24,83.888,5/6,70
2021/03/20,19:34,83.222,5/5,69
2021/03/20,19:44,83.222,5/7,69
2021/03/20,19:54,79.675,5/5,68
2021/03/20,20:04,83.666,6/9,69
2021/03/20,20:14,83.666,5/6,69
2021/03/20,20:24,83.666,5/5,69
2021/03/20,20:34,79.010,5/6,66
2021/03/20,20:44,79.157,5/6,66
2021/03/20,20:54,78.271,7/10,65
2021/03/20,21:04,78.271,5/5,65
2021/03/20,21:14,78.271,5/5,65
2021/03/20,21:24,78.271,5/5,65
2021/03/20,21:34,79.157,5/8,68
2021/03/20,21:44,78.788,5/5,67
2021/03/20,21:54,84.331,5/7,68
2021/03/20,22:04,76.644,5/7,67
2021/03/20,22:14,76.644,5/5,67
2021/03/20,22:24,77.088,7/11,69
2021/03/20,22:34,76.349,18/30,67
2021/03/20,22:44,76.866,19/34,68
2021/03/20,22:54,76.866,17/19,68
2021/03/20,23:04,76.866,16/17,68
2021/03/20,23:14,76.940,16/17,67
2021/03/20,23:24,77.310,16/17,68
2021/03/20,23:34,77.088,16/21,69
2021/03/20,23:44,77.088,17/17,69
2021/03/20,23:54,77.088,17/17,69
2021/03/21,00:04,78.197,17/21,73
2021/03/21,00:14,77.310,17/17,70
2021/03/21,00:24,77.310,17/17,70
2021/03/21,00:34,76.940,17/18,69
2021/03/21,00:44,76.571,17/17,68
2021/03/21,00:54,76.571,17/17,68
2021/03/21,01:04,76.571,17/17,68
2021/03/21,01:14,76.644,17/18,69
2021/03/21,01:24,76.940,17/19,71
2021/03/21,01:34,76.940,16/20,71
2021/03/21,01:44,76.940,16/16,71
2021/03/21,01:54,76.940,17/17,71
2021/03/21,02:04,76.940,17/17,71
2021/03/21,02:14,76.940,17/17,71
2021/03/21,02:24,76.940,17/17,71
2021/03/21,02:34,76.940,17/17,71
2021/03/21,02:44,78.566,17/18,72
2021/03/21,02:54,77.975,17/17,70
2021/03/21,03:04,77.605,17/17,69
2021/03/21,03:14,76.423,17/17,68
2021/03/21,03:24,76.644,18/20,68
2021/03/21,03:34,76.792,17/18,68
2021/03/21,03:44,76.792,17/17,68
2021/03/21,03:54,76.792,17/17,68
2021/03/21,04:04,73.392,16/19,67
2021/03/21,04:14,73.762,17/19,68
2021/03/21,04:24,73.762,17/17,68
2021/03/21,04:34,73.762,17/17,68
2021/03/21,04:44,73.762,17/17,68
2021/03/21,04:54,72.875,16/18,67
2021/03/21,05:04,69.993,16/30,63
2021/03/21,05:14,69.697,14/14,62
2021/03/21,05:24,69.697,14/14,62
2021/03/21,05:34,69.475,14/14,61
2021/03/21,05:44,69.475,14/14,61
2021/03/21,05:54,67.849,14/14,60
2021/03/21,06:04,67.036,14/14,58
2021/03/21,06:14,67.036,14/14,58
2021/03/21,06:24,67.036,14/14,58
2021/03/21,06:34,66.814,14/15,57
2021/03/21,06:44,66.814,14/15,57
2021/03/21,06:54,66.814,14/14,57
2021/03/21,07:04,66.814,14/14,57
2021/03/21,07:14,66.814,14/14,57
2021/03/21,07:24,66.814,14/14,57
2021/03/21,07:34,70.288,15/28,58
2021/03/21,07:44,70.288,13/13,58
2021/03/21,07:54,70.658,13/14,59
2021/03/21,08:04,70.288,13/13,58
2021/03/21,08:14,66.741,13/16,60
2021/03/21,08:24,66.519,13/13,59
2021/03/21,08:34,66.445,13/13,58
2021/03/21,08:44,71.471,13/16,61
2021/03/21,08:54,71.027,13/13,60
2021/03/21,09:04,70.067,12/14,60
2021/03/21,09:14,69.993,12/12,59
2021/03/21,09:24,69.919,12/12,58
2021/03/21,09:34,69.919,13/15,58
2021/03/21,09:44,70.288,12/14,58
2021/03/21,09:54,70.288,12/13,58
2021/03/21,10:04,73.614,12/14,60
2021/03/21,10:14,73.614,12/12,60
2021/03/21,10:24,73.319,12/12,59
2021/03/21,10:34,75.831,12/13,58
2021/03/21,10:44,75.831,12/12,58
2021/03/21,10:54,75.831,12/12,58
2021/03/21,11:04,75.831,12/12,58
2021/03/21,11:14,76.349,13/19,63
2021/03/21,11:24,76.201,12/15,61
2021/03/21,11:34,76.127,12/12,60
2021/03/21,11:44,76.349,12/13,61
2021/03/21,11:54,77.014,12/14,63
2021/03/21,12:04,77.014,12/12,63
2021/03/21,12:14,79.823,12/15,64
2021/03/21,12:24,78.936,12/13,63
2021/03/21,12:34,81.892,12/13,64
2021/03/21,12:44,79.305,12/13,64
2021/03/21,12:54,79.897,12/14,66
2021/03/21,13:04,81.744,13/26,68
2021/03/21,13:14,81.449,13/24,68
2021/03/21,13:24,80.414,13/24,67
2021/03/21,13:34,80.783,11/12,68
2021/03/21,13:44,80.636,11/12,68
2021/03/21,13:54,81.892,14/28,70
2021/03/21,14:04,83.740,13/23,70
2021/03/21,14:14,81.670,12/21,69
2021/03/21,14:24,81.670,11/11,69
2021/03/21,14:34,81.670,11/11,69
2021/03/21,14:44,83.888,10/23,73
2021/03/21,14:54,84.996,9/10,71
2021/03/21,15:04,81.744,9/9,70
2021/03/21,15:14,82.705,9/10,70
2021/03/21,15:24,82.705,9/9,70
2021/03/21,15:34,82.705,8/9,70
2021/03/21,15:44,81.818,8/8,67
2021/03/21,15:54,56.467,15/22,66
2021/03/21,16:04,93.052,14/21,66
2021/03/21,16:14,93.052,8/8,66
2021/03/21,16:24,93.052,8/8,66
2021/03/21,16:34,92.757,8/8,65
2021/03/21,16:44,92.831,8/9,66
2021/03/21,16:54,93.126,8/10,68
2021/03/21,17:04,93.126,8/8,68
2021/03/21,17:14,93.126,8/8,68
2021/03/21,17:24,92.609,8/8,66
2021/03/21,17:34,95.861,8/9,67
2021/03/21,17:44,92.166,8/8,66
2021/03/21,17:54,88.914,8/8,65
2021/03/21,18:04,85.809,8/9,65
2021/03/21,18:14,85.809,8/8,65
2021/03/21,18:24,85.809,8/8,65
2021/03/21,18:34,94.161,8/13,69
2021/03/21,18:44,95.270,8/9,67
2021/03/21,18:54,96.748,8/10,69
2021/03/21,19:04,97.044,8/10,71
2021/03/21,19:14,98.226,8/18,72
2021/03/21,19:24,97.044,7/8,70
2021/03/21,19:34,97.265,7/8,70
2021/03/21,19:44,99.778,8/15,76
2021/03/21,19:54,100.000,12/21,76
2021/03/21,20:04,100.000,11/12,76
2021/03/21,20:14,100.000,11/16,76
2021/03/21,20:24,99.704,10/14,75
2021/03/21,20:34,99.704,11/15,75
2021/03/21,20:44,98.744,10/15,74
2021/03/21,20:54,98.670,10/14,74
2021/03/21,21:04,98.670,10/13,74
2021/03/21,21:14,96.822,11/14,71
2021/03/21,21:24,99.926,9/12,71
2021/03/21,21:34,99.926,9/10,71
2021/03/21,21:44,99.926,10/12,71
2021/03/21,21:54,99.852,12/16,70
2021/03/21,22:04,99.852,16/24,70
2021/03/21,22:14,99.778,21/40,69
2021/03/21,22:24,100.000,15/28,72
2021/03/21,22:34,100.000,14/23,72
2021/03/21,22:44,99.778,13/22,73
2021/03/21,22:54,99.187,10/15,74
2021/03/21,23:04,99.039,10/13,74
2021/03/21,23:14,99.630,12/20,76
2021/03/21,23:24,99.335,9/14,76
2021/03/21,23:34,99.335,9/9,76
2021/03/21,23:44,99.113,10/16,73
2021/03/21,23:54,99.335,9/12,72
2021/03/22,00:04,97.931,8/10,71
2021/03/22,00:14,97.931,8/9,71
2021/03/22,00:24,97.118,13/24,71
2021/03/22,00:34,96.822,7/9,70
2021/03/22,00:44,96.970,6/8,70
2021/03/22,00:54,97.118,6/9,71
2021/03/22,01:04,97.339,7/10,72
2021/03/22,01:14,99.852,6/8,70
2021/03/22,01:24,99.926,7/12,70
2021/03/22,01:34,99.778,7/11,69
2021/03/22,01:44,99.704,8/13,69
2021/03/22,01:54,99.852,5/9,71
2021/03/22,02:04,99.852,5/6,71
2021/03/22,02:14,99.852,5/6,71
2021/03/22,02:24,99.778,12/23,70
2021/03/22,02:34,99.852,13/27,71
2021/03/22,02:44,99.704,14/27,69
2021/03/22,02:54,99.704,14/27,69
2021/03/22,03:04,99.852,13/26,70
2021/03/22,03:14,99.778,13/17,69
2021/03/22,03:24,99.778,13/17,69
2021/03/22,03:34,99.483,11/15,68
2021/03/22,03:44,98.744,11/13,67
2021/03/22,03:54,98.744,11/13,67
2021/03/22,04:04,98.300,11/13,66
2021/03/22,04:14,98.300,11/13,66
2021/03/22,04:24,98.522,10/12,66
2021/03/22,04:34,98.522,10/11,66
2021/03/22,04:44,98.522,10/11,66
2021/03/22,04:54,98.522,10/11,66
2021/03/22,05:04,98.522,10/11,66
2021/03/22,05:14,98.300,9/10,66
2021/03/22,05:24,98.300,9/9,66
2021/03/22,05:34,98.300,9/9,66
2021/03/22,05:44,95.418,9/10,65
2021/03/22,05:54,95.418,9/9,65
2021/03/22,06:04,95.418,9/9,65
2021/03/22,06:14,88.248,9/9,60
2021/03/22,06:24,88.027,9/9,59
2021/03/22,06:34,85.809,9/9,58
2021/03/22,06:44,85.588,9/9,57
2021/03/22,06:54,82.336,10/21,56
2021/03/22,07:04,82.336,9/9,56
2021/03/22,07:14,82.336,9/9,56
2021/03/22,07:24,82.336,9/9,56
2021/03/22,07:34,82.336,9/9,56
2021/03/22,07:44,81.966,9/9,55
2021/03/22,07:54,78.862,9/10,53
2021/03/22,08:04,78.418,9/9,52
2021/03/22,08:14,77.679,9/9,51
2021/03/22,08:24,81.449,9/11,53
2021/03/22,08:34,81.523,10/24,55
2021/03/22,08:44,85.661,8/11,58
2021/03/22,08:54,85.661,8/8,58
2021/03/22,09:04,84.848,8/8,56
2021/03/22,09:14,84.775,8/10,57
2021/03/22,09:24,84.775,8/8,57
2021/03/22,09:34,84.775,8/8,57
2021/03/22,09:44,84.405,8/9,57
2021/03/22,09:54,85.292,8/11,59
2021/03/22,10:04,85.292,8/8,59
2021/03/22,10:14,89.431,9/14,62
2021/03/22,10:24,86.622,8/10,62
2021/03/22,10:34,83.444,8/9,62
2021/03/22,10:44,86.844,8/10,64
2021/03/22,10:54,88.914,8/12,67
2021/03/22,11:04,92.461,8/12,70
2021/03/22,11:14,89.283,8/10,69
2021/03/22,11:24,91.648,11/18,72
2021/03/22,11:34,92.387,12/19,74
2021/03/22,11:44,92.387,13/13,74
2021/03/22,11:54,95.639,17/18,75
2021/03/22,12:04,95.713,20/31,75
2021/03/22,12:14,95.787,20/30,75
2021/03/22,12:24,94.900,19/28,75
2021/03/22,12:34,96.083,20/30,75
2021/03/22,12:44,99.335,22/24,76
2021/03/22,12:54,98.522,22/35,76
2021/03/22,13:04,98.522,23/23,76
2021/03/22,13:14,98.522,34/40,76
2021/03/22,13:24,98.522,33/38,76
2021/03/22,13:34,98.152,35/61,76
2021/03/22,13:44,96.378,30/56,76
2021/03/22,13:54,96.378,29/31,76
2021/03/22,14:04,95.344,27/47,76
2021/03/22,14:14,93.126,26/43,75
2021/03/22,14:24,93.865,26/44,75
2021/03/22,14:34,94.013,25/40,75
2021/03/22,14:44,94.235,27/44,75
2021/03/22,14:54,94.974,32/62,75
2021/03/22,15:04,94.087,32/55,75
2021/03/22,15:14,94.678,34/58,75
2021/03/22,15:24,94.678,39/68,75
2021/03/22,15:34,56.837,45/79,75
2021/03/22,15:44,94.678,42/76,75
2021/03/22,15:54,98.891,42/76,74
2021/03/22,16:04,99.113,37/39,74
2021/03/22,16:14,98.078,36/65,74
2021/03/22,16:24,98.004,34/60,74
2021/03/22,16:34,98.004,39/42,74
2021/03/22,16:44,97.783,42/48,74
2021/03/22,16:54,98.004,44/81,74
2021/03/22,17:04,98.004,46/54,74
2021/03/22,17:14,97.561,50/94,74
2021/03/22,17:24,98.078,49/92,74
2021/03/22,17:34,97.783,49/90,74
2021/03/22,17:44,99.630,48/89,75
2021/03/22,17:54,100.000,48/90,75
2021/03/22,18:04,100.000,46/85,75
2021/03/22,18:14,99.926,44/82,75
2021/03/22,18:24,98.004,43/79,74
2021/03/22,18:34,99.926,45/84,75
2021/03/22,18:44,98.522,48/89,75
2021/03/22,18:54,98.522,47/55,75
2021/03/22,19:04,98.226,47/86,75
2021/03/22,19:14,98.152,47/55,75
2021/03/22,19:24,98.891,40/72,75
2021/03/22,19:34,98.448,45/83,75
2021/03/22,19:44,98.596,56/78,75
2021/03/22,19:54,97.931,48/90,75
2021/03/22,20:04,97.561,47/88,75
2021/03/22,20:14,100.000,45/85,76
2021/03/22,20:24,96.970,44/81,75
2021/03/22,20:34,97.044,52/103,75
2021/03/22,20:44,97.044,42/79,75
2021/03/22,20:54,97.487,41/77,75
2021/03/22,21:04,99.852,48/96,75
2021/03/22,21:14,100.000,37/69,75
2021/03/22,21:24,99.630,48/67,74
2021/03/22,21:34,99.630,48/67,74
2021/03/22,21:44,99.630,48/67,74
2021/03/22,21:54,99.630,48/67,74
